단어,좌문맥ID,우문맥ID,가중치(단어비용),품사태그,의미분류,종성 유무,읽기,타입,첫 품사,마지막 품사,표현
이용한,,,,NNP,*,T,이용한,*,*,*,*
이차,,,,NNP,*,F,이차,*,*,*,*
태반,,,,NNP,*,T,태반,*,*,*,*
동의수세보원(67처방),,,,NNP,*,T,동의수세보원(67처방),*,*,*,*
비위습열증여띱,,,,NNP,*,T,비위습열증여띱,*,*,*,*
대표처방,,,,NNP,*,T,대표처방,*,*,*,*
정삭,,,,NNP,*,T,정삭,*,*,*,*
심리적문제,,,,NNP,*,F,심리적문제,*,*,*,*
광곽향,,,,NNP,*,T,광곽향,*,*,*,*
과사용,,,,NNP,*,T,과사용,*,*,*,*
근위부대퇴,,,,NNP,*,F,근위부대퇴,*,*,*,*
연관통,,,,NNP,*,T,연관통,*,*,*,*
캄포의학,,,,NNP,*,T,캄포의학,*,*,*,*
도표,,,,NNP,*,F,도표,*,*,*,*
충임맥,,,,NNP,*,T,충임맥,*,*,*,*
야제,,,,NNP,*,F,야제,*,*,*,*
크레틴병,,,,NNP,*,T,크레틴병,*,*,*,*
사연피,,,,NNP,*,F,사연피,*,*,*,*
기형,,,,NNP,*,T,기형,*,*,*,*
역하지직거상,,,,NNP,*,T,역하지직거상,*,*,*,*
골통,,,,NNP,*,T,골통,*,*,*,*
녹두,,,,NNP,*,F,녹두,*,*,*,*
폐기음양허증아,,,,NNP,*,F,폐기음양허증아,*,*,*,*
악력강화,,,,NNP,*,F,악력강화,*,*,*,*
케라틴,,,,NNP,*,T,케라틴,*,*,*,*
유형,,,,NNP,*,T,유형,*,*,*,*
저혈당,,,,NNP,*,T,저혈당,*,*,*,*
금앵자,,,,NNP,*,F,금앵자,*,*,*,*
산밀탕,,,,NNP,*,T,산밀탕,*,*,*,*
협부전방전위증,,,,NNP,*,T,협부전방전위증,*,*,*,*
곡아,,,,NNP,*,F,곡아,*,*,*,*
소장실열증,,,,NNP,*,T,소장실열증,*,*,*,*
자주환,,,,NNP,*,T,자주환,*,*,*,*
대퇴신경통,,,,NNP,*,T,대퇴신경통,*,*,*,*
안쪽위,,,,NNP,*,F,안쪽위,*,*,*,*
방광경조,,,,NNP,*,F,방광경조,*,*,*,*
흉막염성,,,,NNP,*,T,흉막염성,*,*,*,*
한쳬간맥증,,,,NNP,*,T,한쳬간맥증,*,*,*,*
영선제통음가미,,,,NNP,*,F,영선제통음가미,*,*,*,*
통합방제한의학회,,,,NNP,*,F,통합방제한의학회,*,*,*,*
풍한습비,,,,NNP,*,F,풍한습비,*,*,*,*
황백,,,,NNP,*,T,황백,*,*,*,*
소회향,,,,NNP,*,T,소회향,*,*,*,*
위경탕,,,,NNP,*,T,위경탕,*,*,*,*
소정풍주,,,,NNP,*,F,소정풍주,*,*,*,*
종자골,,,,NNP,*,T,종자골,*,*,*,*
신생아,,,,NNP,*,F,신생아,*,*,*,*
소갈,,,,NNP,*,T,소갈,*,*,*,*
아킬레스,,,,NNP,*,F,아킬레스,*,*,*,*
평가,,,,NNP,*,F,평가,*,*,*,*
방제의,,,,NNP,*,F,방제의,*,*,*,*
비소세포성,,,,NNP,*,T,비소세포성,*,*,*,*
모려산탭,,,,NNP,*,T,모려산탭,*,*,*,*
우레아제,,,,NNP,*,F,우레아제,*,*,*,*
활성산소,,,,NNP,*,F,활성산소,*,*,*,*
건율저근피탕,,,,NNP,*,T,건율저근피탕,*,*,*,*
혈폐,,,,NNP,*,F,혈폐,*,*,*,*
소적건비환,,,,NNP,*,T,소적건비환,*,*,*,*
해동피,,,,NNP,*,F,해동피,*,*,*,*
복맥탕가미,,,,NNP,*,F,복맥탕가미,*,*,*,*
담죽엽,,,,NNP,*,T,담죽엽,*,*,*,*
청뇌탕,,,,NNP,*,T,청뇌탕,*,*,*,*
고위,,,,NNP,*,F,고위,*,*,*,*
골퍼엘보,,,,NNP,*,F,골퍼엘보,*,*,*,*
조기폐경,,,,NNP,*,T,조기폐경,*,*,*,*
기쳬증,,,,NNP,*,T,기쳬증,*,*,*,*
환자,,,,NNP,*,F,환자,*,*,*,*
천초근,,,,NNP,*,T,천초근,*,*,*,*
오령산죠삼령백출산,,,,NNP,*,T,오령산죠삼령백출산,*,*,*,*
설설설생백,,,,NNP,*,T,설설설생백,*,*,*,*
암의,,,,NNP,*,F,암의,*,*,*,*
자오가,,,,NNP,*,F,자오가,*,*,*,*
본초,,,,NNP,*,F,본초,*,*,*,*
온비탕,,,,NNP,*,T,온비탕,*,*,*,*
지실도쳬환,,,,NNP,*,T,지실도쳬환,*,*,*,*
신곡,,,,NNP,*,T,신곡,*,*,*,*
웅담산,,,,NNP,*,T,웅담산,*,*,*,*
성기능장애,,,,NNP,*,F,성기능장애,*,*,*,*
적색,,,,NNP,*,T,적색,*,*,*,*
곽향정기산,,,,NNP,*,T,곽향정기산,*,*,*,*
추벽증후군,,,,NNP,*,T,추벽증후군,*,*,*,*
척추성형술,,,,NNP,*,T,척추성형술,*,*,*,*
삼차신경통,,,,NNP,*,T,삼차신경통,*,*,*,*
부조,,,,NNP,*,F,부조,*,*,*,*
전방전위증,,,,NNP,*,T,전방전위증,*,*,*,*
적탁,,,,NNP,*,T,적탁,*,*,*,*
팔미지황원과,,,,NNP,*,F,팔미지황원과,*,*,*,*
몽유병,,,,NNP,*,T,몽유병,*,*,*,*
허리,,,,NNP,*,F,허리,*,*,*,*
소항흉탕,,,,NNP,*,T,소항흉탕,*,*,*,*
보중익기탕,,,,NNP,*,T,보중익기탕,*,*,*,*
허리뼈앞굽음,,,,NNP,*,T,허리뼈앞굽음,*,*,*,*
청상견통탕과,,,,NNP,*,F,청상견통탕과,*,*,*,*
진언,,,,NNP,*,T,진언,*,*,*,*
비부비동염,,,,NNP,*,T,비부비동염,*,*,*,*
골프공,,,,NNP,*,T,골프공,*,*,*,*
통시요방,,,,NNP,*,T,통시요방,*,*,*,*
진주종,,,,NNP,*,T,진주종,*,*,*,*
물집성,,,,NNP,*,T,물집성,*,*,*,*
천금조위탕가미,,,,NNP,*,F,천금조위탕가미,*,*,*,*
사슬알균,,,,NNP,*,T,사슬알균,*,*,*,*
동종형,,,,NNP,*,T,동종형,*,*,*,*
토사자,,,,NNP,*,F,토사자,*,*,*,*
골관절염,,,,NNP,*,T,골관절염,*,*,*,*
어지러움,,,,NNP,*,T,어지러움,*,*,*,*
상국음,,,,NNP,*,T,상국음,*,*,*,*
혈뇨,,,,NNP,*,F,혈뇨,*,*,*,*
의화,,,,NNP,*,F,의화,*,*,*,*
보허탕,,,,NNP,*,T,보허탕,*,*,*,*
몽설,,,,NNP,*,T,몽설,*,*,*,*
열다한소탕,,,,NNP,*,T,열다한소탕,*,*,*,*
심번,,,,NNP,*,T,심번,*,*,*,*
전음제질,,,,NNP,*,T,전음제질,*,*,*,*
맥관부종,,,,NNP,*,T,맥관부종,*,*,*,*
강당귀,,,,NNP,*,F,강당귀,*,*,*,*
사신환,,,,NNP,*,T,사신환,*,*,*,*
주기성,,,,NNP,*,T,주기성,*,*,*,*
보기보혈제,,,,NNP,*,F,보기보혈제,*,*,*,*
혼합운동,,,,NNP,*,T,혼합운동,*,*,*,*
흔한,,,,NNP,*,T,흔한,*,*,*,*
홍쇄관절탈구,,,,NNP,*,F,홍쇄관절탈구,*,*,*,*
흉비의,,,,NNP,*,F,흉비의,*,*,*,*
통초,,,,NNP,*,F,통초,*,*,*,*
폐기음양허증,,,,NNP,*,T,폐기음양허증,*,*,*,*
가미사육탕,,,,NNP,*,T,가미사육탕,*,*,*,*
백전,,,,NNP,*,T,백전,*,*,*,*
결절종,,,,NNP,*,T,결절종,*,*,*,*
기능적마사지,,,,NNP,*,F,기능적마사지,*,*,*,*
돌출,,,,NNP,*,T,돌출,*,*,*,*
심복자통,,,,NNP,*,T,심복자통,*,*,*,*
히포크라테스,,,,NNP,*,F,히포크라테스,*,*,*,*
식중독,,,,NNP,*,T,식중독,*,*,*,*
삼출,,,,NNP,*,T,삼출,*,*,*,*
형개연교탕,,,,NNP,*,T,형개연교탕,*,*,*,*
위관전,,,,NNP,*,T,위관전,*,*,*,*
골다공증에,,,,NNP,*,F,골다공증에,*,*,*,*
청영탕청위산,,,,NNP,*,T,청영탕청위산,*,*,*,*
물질,,,,NNP,*,T,물질,*,*,*,*
왕희,,,,NNP,*,F,왕희,*,*,*,*
신정부족증빱교,,,,NNP,*,F,신정부족증빱교,*,*,*,*
저근피환,,,,NNP,*,T,저근피환,*,*,*,*
잇몸입안염,,,,NNP,*,T,잇몸입안염,*,*,*,*
온청음,,,,NNP,*,T,온청음,*,*,*,*
소지외반증,,,,NNP,*,T,소지외반증,*,*,*,*
비건,,,,NNP,*,T,비건,*,*,*,*
발적,,,,NNP,*,T,발적,*,*,*,*
태음복통,,,,NNP,*,T,태음복통,*,*,*,*
엉덩관절뼈,,,,NNP,*,F,엉덩관절뼈,*,*,*,*
영덩관절,,,,NNP,*,T,영덩관절,*,*,*,*
발꿈치,,,,NNP,*,F,발꿈치,*,*,*,*
신경증후군,,,,NNP,*,T,신경증후군,*,*,*,*
총백,,,,NNP,*,T,총백,*,*,*,*
미후등오가피탕,,,,NNP,*,T,미후등오가피탕,*,*,*,*
열담증,,,,NNP,*,T,열담증,*,*,*,*
비반흔형,,,,NNP,*,T,비반흔형,*,*,*,*
저마근,,,,NNP,*,T,저마근,*,*,*,*
거위발,,,,NNP,*,T,거위발,*,*,*,*
육일산,,,,NNP,*,T,육일산,*,*,*,*
주사익원산,,,,NNP,*,T,주사익원산,*,*,*,*
자반성,,,,NNP,*,T,자반성,*,*,*,*
자궁복구,,,,NNP,*,F,자궁복구,*,*,*,*
영양소,,,,NNP,*,F,영양소,*,*,*,*
위경련,,,,NNP,*,T,위경련,*,*,*,*
구맥,,,,NNP,*,T,구맥,*,*,*,*
틱장애,,,,NNP,*,F,틱장애,*,*,*,*
부인냉병,,,,NNP,*,T,부인냉병,*,*,*,*
생화탕가미,,,,NNP,*,F,생화탕가미,*,*,*,*
권삼,,,,NNP,*,T,권삼,*,*,*,*
간기범위증,,,,NNP,*,T,간기범위증,*,*,*,*
효천,,,,NNP,*,T,효천,*,*,*,*
부리빗장인대,,,,NNP,*,F,부리빗장인대,*,*,*,*
소변적삽,,,,NNP,*,T,소변적삽,*,*,*,*
팔신경얼기,,,,NNP,*,F,팔신경얼기,*,*,*,*
신양허,,,,NNP,*,F,신양허,*,*,*,*
호금청담탕진간식풍탕,,,,NNP,*,T,호금청담탕진간식풍탕,*,*,*,*
출혈성,,,,NNP,*,T,출혈성,*,*,*,*
장기장중경,,,,NNP,*,T,장기장중경,*,*,*,*
다리교차,,,,NNP,*,F,다리교차,*,*,*,*
허리통증,,,,NNP,*,T,허리통증,*,*,*,*
해금사,,,,NNP,*,F,해금사,*,*,*,*
질출혈,,,,NNP,*,T,질출혈,*,*,*,*
질염,,,,NNP,*,T,질염,*,*,*,*
마인,,,,NNP,*,T,마인,*,*,*,*
연골,,,,NNP,*,T,연골,*,*,*,*
도적산,,,,NNP,*,T,도적산,*,*,*,*
습진,,,,NNP,*,T,습진,*,*,*,*
천오,,,,NNP,*,F,천오,*,*,*,*
저항성,,,,NNP,*,T,저항성,*,*,*,*
천궁계지탕,,,,NNP,*,T,천궁계지탕,*,*,*,*
패장,,,,NNP,*,T,패장,*,*,*,*
둔통,,,,NNP,*,T,둔통,*,*,*,*
병리상태,,,,NNP,*,F,병리상태,*,*,*,*
통한,,,,NNP,*,T,통한,*,*,*,*
역류,,,,NNP,*,F,역류,*,*,*,*
감각성,,,,NNP,*,T,감각성,*,*,*,*
대퇴비구,,,,NNP,*,F,대퇴비구,*,*,*,*
사향초,,,,NNP,*,F,사향초,*,*,*,*
죽엽,,,,NNP,*,T,죽엽,*,*,*,*
따른,,,,NNP,*,T,따른,*,*,*,*
전신통,,,,NNP,*,T,전신통,*,*,*,*
모근,,,,NNP,*,T,모근,*,*,*,*
대황목단탕,,,,NNP,*,T,대황목단탕,*,*,*,*
양격해독탕,,,,NNP,*,T,양격해독탕,*,*,*,*
해산,,,,NNP,*,T,해산,*,*,*,*
음탈,,,,NNP,*,T,음탈,*,*,*,*
한담증,,,,NNP,*,T,한담증,*,*,*,*
자발성,,,,NNP,*,T,자발성,*,*,*,*
제조패독산,,,,NNP,*,T,제조패독산,*,*,*,*
괵태사,,,,NNP,*,F,괵태사,*,*,*,*
당귀,,,,NNP,*,F,당귀,*,*,*,*
패모과루산,,,,NNP,*,T,패모과루산,*,*,*,*
후박온중탕,,,,NNP,*,T,후박온중탕,*,*,*,*
헬리코박터,,,,NNP,*,F,헬리코박터,*,*,*,*
손일규,,,,NNP,*,F,손일규,*,*,*,*
자궁내막증,,,,NNP,*,T,자궁내막증,*,*,*,*
국제통증연구학회,,,,NNP,*,F,국제통증연구학회,*,*,*,*
귀판,,,,NNP,*,T,귀판,*,*,*,*
임신,,,,NNP,*,T,임신,*,*,*,*
부인문,,,,NNP,*,T,부인문,*,*,*,*
규약집,,,,NNP,*,T,규약집,*,*,*,*
협통,,,,NNP,*,T,협통,*,*,*,*
한련초,,,,NNP,*,F,한련초,*,*,*,*
앉아서,,,,NNP,*,F,앉아서,*,*,*,*
여지핵,,,,NNP,*,T,여지핵,*,*,*,*
경상돌기,,,,NNP,*,F,경상돌기,*,*,*,*
청심연자음,,,,NNP,*,T,청심연자음,*,*,*,*
신경총,,,,NNP,*,T,신경총,*,*,*,*
풍치,,,,NNP,*,F,풍치,*,*,*,*
원위,,,,NNP,*,F,원위,*,*,*,*
우차신기환,,,,NNP,*,T,우차신기환,*,*,*,*
축농증,,,,NNP,*,T,축농증,*,*,*,*
소원방,,,,NNP,*,T,소원방,*,*,*,*
기분장애,,,,NNP,*,F,기분장애,*,*,*,*
넘다리뒤근,,,,NNP,*,T,넘다리뒤근,*,*,*,*
억간산가미,,,,NNP,*,F,억간산가미,*,*,*,*
보우,,,,NNP,*,F,보우,*,*,*,*
습관성유산,,,,NNP,*,T,습관성유산,*,*,*,*
마편초,,,,NNP,*,F,마편초,*,*,*,*
곡기생,,,,NNP,*,T,곡기생,*,*,*,*
냉,,,,NNP,*,T,냉,*,*,*,*
계지가작약생강인삼탕,,,,NNP,*,T,계지가작약생강인삼탕,*,*,*,*
강활,,,,NNP,*,T,강활,*,*,*,*
토사,,,,NNP,*,F,토사,*,*,*,*
요근에서,,,,NNP,*,F,요근에서,*,*,*,*
산후오로부진,,,,NNP,*,T,산후오로부진,*,*,*,*
천축황,,,,NNP,*,T,천축황,*,*,*,*
통치방,,,,NNP,*,T,통치방,*,*,*,*
소식약,,,,NNP,*,T,소식약,*,*,*,*
주귀음,,,,NNP,*,T,주귀음,*,*,*,*
섬서,,,,NNP,*,F,섬서,*,*,*,*
발과,,,,NNP,*,F,발과,*,*,*,*
귀원음,,,,NNP,*,T,귀원음,*,*,*,*
청심지황탕,,,,NNP,*,T,청심지황탕,*,*,*,*
염좌,,,,NNP,*,F,염좌,*,*,*,*
마찰,,,,NNP,*,T,마찰,*,*,*,*
두갈래근고랑,,,,NNP,*,T,두갈래근고랑,*,*,*,*
백강잠,,,,NNP,*,T,백강잠,*,*,*,*
발꿈치뼈돌기,,,,NNP,*,F,발꿈치뼈돌기,*,*,*,*
구내염,,,,NNP,*,T,구내염,*,*,*,*
백하수오이중탕,,,,NNP,*,T,백하수오이중탕,*,*,*,*
CDC,,,,NNP,*,T,CDC,*,*,*,*
뇌하수체,,,,NNP,*,F,뇌하수체,*,*,*,*
담열증,,,,NNP,*,T,담열증,*,*,*,*
설사:설리,,,,NNP,*,F,설사:설리,*,*,*,*
해방풍,,,,NNP,*,T,해방풍,*,*,*,*
적응증,,,,NNP,*,T,적응증,*,*,*,*
한의학을,,,,NNP,*,T,한의학을,*,*,*,*
수족장번열,,,,NNP,*,T,수족장번열,*,*,*,*
태음조위탕,,,,NNP,*,T,태음조위탕,*,*,*,*
곤포,,,,NNP,*,F,곤포,*,*,*,*
오수유,,,,NNP,*,F,오수유,*,*,*,*
청열제,,,,NNP,*,F,청열제,*,*,*,*
팔보회춘탕,,,,NNP,*,T,팔보회춘탕,*,*,*,*
조경,,,,NNP,*,T,조경,*,*,*,*
약화,,,,NNP,*,F,약화,*,*,*,*
황도연,,,,NNP,*,T,황도연,*,*,*,*
큰볼기근,,,,NNP,*,T,큰볼기근,*,*,*,*
인진호탕,,,,NNP,*,T,인진호탕,*,*,*,*
일과성,,,,NNP,*,T,일과성,*,*,*,*
신허수범중,,,,NNP,*,T,신허수범중,*,*,*,*
한인진,,,,NNP,*,T,한인진,*,*,*,*
행인승청탕,,,,NNP,*,T,행인승청탕,*,*,*,*
무릎관절,,,,NNP,*,T,무릎관절,*,*,*,*
장벽,,,,NNP,*,T,장벽,*,*,*,*
감마,,,,NNP,*,F,감마,*,*,*,*
수면무호흡,,,,NNP,*,T,수면무호흡,*,*,*,*
옥병풍산상국음,,,,NNP,*,T,옥병풍산상국음,*,*,*,*
흉곽출구중후군,,,,NNP,*,T,흉곽출구중후군,*,*,*,*
시호제,,,,NNP,*,F,시호제,*,*,*,*
행습유기산,,,,NNP,*,T,행습유기산,*,*,*,*
황런,,,,NNP,*,T,황런,*,*,*,*
자충,,,,NNP,*,T,자충,*,*,*,*
과정,,,,NNP,*,T,과정,*,*,*,*
효능,,,,NNP,*,T,효능,*,*,*,*
과다수면장애,,,,NNP,*,F,과다수면장애,*,*,*,*
전립선염,,,,NNP,*,T,전립선염,*,*,*,*
상완골간부,,,,NNP,*,F,상완골간부,*,*,*,*
폐렴과,,,,NNP,*,F,폐렴과,*,*,*,*
롬버그검사,,,,NNP,*,F,롬버그검사,*,*,*,*
후두질환,,,,NNP,*,T,후두질환,*,*,*,*
겨드랑신경,,,,NNP,*,T,겨드랑신경,*,*,*,*
무산소증,,,,NNP,*,T,무산소증,*,*,*,*
반산,,,,NNP,*,T,반산,*,*,*,*
특성,,,,NNP,*,T,특성,*,*,*,*
홍역상,,,,NNP,*,T,홍역상,*,*,*,*
백하오군자탕,,,,NNP,*,T,백하오군자탕,*,*,*,*
고본부평탕,,,,NNP,*,T,고본부평탕,*,*,*,*
대장허한증,,,,NNP,*,T,대장허한증,*,*,*,*
배측골간근,,,,NNP,*,T,배측골간근,*,*,*,*
사담,,,,NNP,*,T,사담,*,*,*,*
포착,,,,NNP,*,T,포착,*,*,*,*
황선,,,,NNP,*,T,황선,*,*,*,*
석송자,,,,NNP,*,F,석송자,*,*,*,*
혈탈증며,,,,NNP,*,F,혈탈증며,*,*,*,*
탈항,,,,NNP,*,T,탈항,*,*,*,*
통년성,,,,NNP,*,T,통년성,*,*,*,*
독활기생탕,,,,NNP,*,T,독활기생탕,*,*,*,*
후박온중탕천궁다조산,,,,NNP,*,T,후박온중탕천궁다조산,*,*,*,*
중추신경계센터,,,,NNP,*,F,중추신경계센터,*,*,*,*
피부묘기증,,,,NNP,*,T,피부묘기증,*,*,*,*
월경불통,,,,NNP,*,T,월경불통,*,*,*,*
군발두통,,,,NNP,*,T,군발두통,*,*,*,*
삼차신경꼬리핵,,,,NNP,*,T,삼차신경꼬리핵,*,*,*,*
천궁,,,,NNP,*,T,천궁,*,*,*,*
이명,,,,NNP,*,T,이명,*,*,*,*
한약의,,,,NNP,*,F,한약의,*,*,*,*
스팅어,,,,NNP,*,F,스팅어,*,*,*,*
버거씨병,,,,NNP,*,T,버거씨병,*,*,*,*
뭇갈래근,,,,NNP,*,T,뭇갈래근,*,*,*,*
파극천,,,,NNP,*,T,파극천,*,*,*,*
감기의,,,,NNP,*,F,감기의,*,*,*,*
열격병,,,,NNP,*,T,열격병,*,*,*,*
진균감염,,,,NNP,*,T,진균감염,*,*,*,*
호미카,,,,NNP,*,F,호미카,*,*,*,*
감모풍한,,,,NNP,*,T,감모풍한,*,*,*,*
신생물,,,,NNP,*,T,신생물,*,*,*,*
장기무,,,,NNP,*,F,장기무,*,*,*,*
인삼소요산,,,,NNP,*,T,인삼소요산,*,*,*,*
대홧목단탕,,,,NNP,*,T,대홧목단탕,*,*,*,*
간양상항증아,,,,NNP,*,F,간양상항증아,*,*,*,*
흉추후만,,,,NNP,*,T,흉추후만,*,*,*,*
청서익기당,,,,NNP,*,T,청서익기당,*,*,*,*
심기허증,,,,NNP,*,T,심기허증,*,*,*,*
사건수면,,,,NNP,*,T,사건수면,*,*,*,*
조직이나,,,,NNP,*,F,조직이나,*,*,*,*
사세,,,,NNP,*,F,사세,*,*,*,*
담기호결증죠,,,,NNP,*,F,담기호결증죠,*,*,*,*
청안탕,,,,NNP,*,T,청안탕,*,*,*,*
무릎/넙다리네갈래근,,,,NNP,*,T,무릎/넙다리네갈래근,*,*,*,*
범불안장애,,,,NNP,*,F,범불안장애,*,*,*,*
활액낭염,,,,NNP,*,T,활액낭염,*,*,*,*
구조병터,,,,NNP,*,F,구조병터,*,*,*,*
감로소독단,,,,NNP,*,T,감로소독단,*,*,*,*
옥미수,,,,NNP,*,F,옥미수,*,*,*,*
대변설,,,,NNP,*,T,대변설,*,*,*,*
삼령백출산,,,,NNP,*,T,삼령백출산,*,*,*,*
자석영,,,,NNP,*,T,자석영,*,*,*,*
수족궐랭,,,,NNP,*,T,수족궐랭,*,*,*,*
기능성,,,,NNP,*,T,기능성,*,*,*,*
식체비만,,,,NNP,*,T,식체비만,*,*,*,*
편평상피암과,,,,NNP,*,F,편평상피암과,*,*,*,*
단치소요산,,,,NNP,*,T,단치소요산,*,*,*,*
육율탕,,,,NNP,*,T,육율탕,*,*,*,*
자근(자초),,,,NNP,*,T,자근(자초),*,*,*,*
오공,,,,NNP,*,T,오공,*,*,*,*
특징과,,,,NNP,*,F,특징과,*,*,*,*
용뇌,,,,NNP,*,F,용뇌,*,*,*,*
백부근,,,,NNP,*,T,백부근,*,*,*,*
산후유뇨,,,,NNP,*,F,산후유뇨,*,*,*,*
윤활주머니,,,,NNP,*,F,윤활주머니,*,*,*,*
관절염,,,,NNP,*,T,관절염,*,*,*,*
몸쪽넘다리뼈,,,,NNP,*,F,몸쪽넘다리뼈,*,*,*,*
만성감염,,,,NNP,*,T,만성감염,*,*,*,*
국소,,,,NNP,*,F,국소,*,*,*,*
수지상세포,,,,NNP,*,F,수지상세포,*,*,*,*
동결견,,,,NNP,*,T,동결견,*,*,*,*
증후군,,,,NNP,*,T,증후군,*,*,*,*
증후의,,,,NNP,*,F,증후의,*,*,*,*
인재직지방,,,,NNP,*,T,인재직지방,*,*,*,*
빙편,,,,NNP,*,T,빙편,*,*,*,*
천장관절연골,,,,NNP,*,T,천장관절연골,*,*,*,*
및,,,,NNP,*,T,및,*,*,*,*
담성포룡환,,,,NNP,*,T,담성포룡환,*,*,*,*
장개빈장경악,,,,NNP,*,T,장개빈장경악,*,*,*,*
연수,,,,NNP,*,F,연수,*,*,*,*
월경,,,,NNP,*,T,월경,*,*,*,*
질병상태,,,,NNP,*,F,질병상태,*,*,*,*
보완,,,,NNP,*,T,보완,*,*,*,*
영아,,,,NNP,*,F,영아,*,*,*,*
힐코드신장,,,,NNP,*,T,힐코드신장,*,*,*,*
만성통증,,,,NNP,*,T,만성통증,*,*,*,*
인슐린,,,,NNP,*,T,인슐린,*,*,*,*
비약,,,,NNP,*,T,비약,*,*,*,*
상완골두,,,,NNP,*,F,상완골두,*,*,*,*
폐경전,,,,NNP,*,T,폐경전,*,*,*,*
백우옹탕,,,,NNP,*,T,백우옹탕,*,*,*,*
당귀작약산,,,,NNP,*,T,당귀작약산,*,*,*,*
황색인대,,,,NNP,*,F,황색인대,*,*,*,*
와릉자,,,,NNP,*,F,와릉자,*,*,*,*
이상감각성,,,,NNP,*,T,이상감각성,*,*,*,*
비기질적,,,,NNP,*,T,비기질적,*,*,*,*
상태/기허,,,,NNP,*,F,상태/기허,*,*,*,*
황금,,,,NNP,*,T,황금,*,*,*,*
비위허랭,,,,NNP,*,T,비위허랭,*,*,*,*
신통,,,,NNP,*,T,신통,*,*,*,*
이관,,,,NNP,*,T,이관,*,*,*,*
접골목,,,,NNP,*,T,접골목,*,*,*,*
고석,,,,NNP,*,T,고석,*,*,*,*
질병,,,,NNP,*,T,질병,*,*,*,*
외반주,,,,NNP,*,F,외반주,*,*,*,*
보는,,,,NNP,*,T,보는,*,*,*,*
엉덩허리근,,,,NNP,*,T,엉덩허리근,*,*,*,*
황룡탕,,,,NNP,*,T,황룡탕,*,*,*,*
고관절,,,,NNP,*,T,고관절,*,*,*,*
산후주치,,,,NNP,*,F,산후주치,*,*,*,*
장상피화생,,,,NNP,*,T,장상피화생,*,*,*,*
섭취비율,,,,NNP,*,T,섭취비율,*,*,*,*
탈항삼기탕,,,,NNP,*,T,탈항삼기탕,*,*,*,*
발작장애,,,,NNP,*,F,발작장애,*,*,*,*
호장근,,,,NNP,*,T,호장근,*,*,*,*
증유발점,,,,NNP,*,T,증유발점,*,*,*,*
안굽이,,,,NNP,*,F,안굽이,*,*,*,*
연골기질,,,,NNP,*,T,연골기질,*,*,*,*
단단형,,,,NNP,*,T,단단형,*,*,*,*
청상방풍탕,,,,NNP,*,T,청상방풍탕,*,*,*,*
넘다리뼈,,,,NNP,*,F,넘다리뼈,*,*,*,*
오당,,,,NNP,*,T,오당,*,*,*,*
우담,,,,NNP,*,T,우담,*,*,*,*
마진,,,,NNP,*,T,마진,*,*,*,*
상완신경병증,,,,NNP,*,T,상완신경병증,*,*,*,*
회수산가미,,,,NNP,*,F,회수산가미,*,*,*,*
사군자탕,,,,NNP,*,T,사군자탕,*,*,*,*
발열,,,,NNP,*,T,발열,*,*,*,*
홍역,,,,NNP,*,T,홍역,*,*,*,*
사골동,,,,NNP,*,T,사골동,*,*,*,*
앞쪽불안정,,,,NNP,*,T,앞쪽불안정,*,*,*,*
폐쇄신경,,,,NNP,*,T,폐쇄신경,*,*,*,*
청룡탕,,,,NNP,*,T,청룡탕,*,*,*,*
견갑골골절,,,,NNP,*,T,견갑골골절,*,*,*,*
난청,,,,NNP,*,T,난청,*,*,*,*
후근신경절,,,,NNP,*,T,후근신경절,*,*,*,*
헤라클리투스,,,,NNP,*,F,헤라클리투스,*,*,*,*
정류,,,,NNP,*,F,정류,*,*,*,*
항바이러스제,,,,NNP,*,F,항바이러스제,*,*,*,*
허혈성,,,,NNP,*,T,허혈성,*,*,*,*
협부척추전방전위증,,,,NNP,*,T,협부척추전방전위증,*,*,*,*
간농양과,,,,NNP,*,F,간농양과,*,*,*,*
혈전,,,,NNP,*,T,혈전,*,*,*,*
급성,,,,NNP,*,T,급성,*,*,*,*
제2형,,,,NNP,*,T,제2형,*,*,*,*
강근,,,,NNP,*,T,강근,*,*,*,*
팔정산,,,,NNP,*,T,팔정산,*,*,*,*
통합방제학,,,,NNP,*,T,통합방제학,*,*,*,*
요법,,,,NNP,*,T,요법,*,*,*,*
종아리통증,,,,NNP,*,T,종아리통증,*,*,*,*
산욕열,,,,NNP,*,T,산욕열,*,*,*,*
대계,,,,NNP,*,F,대계,*,*,*,*
하수오,,,,NNP,*,F,하수오,*,*,*,*
손가락,,,,NNP,*,T,손가락,*,*,*,*
골극,,,,NNP,*,T,골극,*,*,*,*
상지,,,,NNP,*,F,상지,*,*,*,*
누로,,,,NNP,*,F,누로,*,*,*,*
열입혈실,,,,NNP,*,T,열입혈실,*,*,*,*
길경,,,,NNP,*,T,길경,*,*,*,*
반강탕,,,,NNP,*,T,반강탕,*,*,*,*
구획증후군,,,,NNP,*,T,구획증후군,*,*,*,*
관협착증,,,,NNP,*,T,관협착증,*,*,*,*
전신,,,,NNP,*,T,전신,*,*,*,*
통증과,,,,NNP,*,F,통증과,*,*,*,*
각결막염,,,,NNP,*,T,각결막염,*,*,*,*
기폐증,,,,NNP,*,T,기폐증,*,*,*,*
개자,,,,NNP,*,F,개자,*,*,*,*
